,CLASE_BIN
869927,0
290974,0
602317,0
68832,0
355360,0
721279,0
774340,0
81365,0
356794,0
808906,0
680348,0
114454,0
997218,0
331506,0
581386,0
649092,0
407608,0
633846,0
942808,0
885863,0
932993,0
676448,0
922462,0
763130,0
365625,0
493417,0
961553,0
710599,0
768895,0
900786,0
377234,0
449583,0
13882,0
44344,0
364026,0
573204,0
627931,0
148083,0
331315,0
122251,0
40711,0
200620,0
192593,0
115368,0
355428,0
969098,0
6370,0
930109,0
529780,0
263359,0
792163,0
425428,0
512969,0
959357,0
587261,0
101548,0
523201,0
131777,0
481866,0
790253,0
851254,0
540961,0
483384,0
663247,0
790555,0
434358,0
899539,0
330659,0
430873,0
140312,0
898021,0
358029,0
503183,0
699618,0
926333,0
347314,0
495495,0
903400,0
691681,0
698538,0
539476,0
382595,0
167540,0
131367,0
597357,0
556199,0
312072,0
650924,0
208080,0
212456,0
570909,0
429984,0
649489,0
948481,0
388794,0
514404,0
561428,0
675933,0
629596,0
852889,0
701606,0
686629,0
614915,0
270738,0
494157,0
275259,0
593619,0
866,0
536718,0
553776,0
568701,0
816431,0
689958,0
208459,0
435552,0
940241,0
864453,0
377673,0
1038200,0
280491,0
710885,0
657516,0
404829,0
461405,0
244837,0
662250,0
13570,0
768947,0
987671,0
568222,0
222013,0
834563,0
385266,0
336906,0
279439,0
1038150,0
795789,0
993551,0
959304,0
184046,0
717418,0
172327,0
549424,0
582770,0
582271,0
959467,0
168939,0
487523,0
205994,0
466052,0
191453,0
59401,0
982370,0
100331,0
485098,0
889154,0
739823,0
609198,0
699262,0
308915,0
883137,0
138754,0
673175,0
752727,0
96255,0
61129,0
816752,0
137904,0
213367,0
710758,0
410369,0
740023,0
712258,0
935199,0
949330,0
1015716,0
734584,0
679143,0
556843,0
90400,0
499643,0
602338,0
34575,0
56615,0
421709,0
1000305,0
1019951,0
1000735,0
305067,0
768001,0
931751,0
974452,0
814986,0
358419,0
444046,0
327935,0
441989,0
466736,0
752016,0
661822,0
396075,0
696225,0
448162,0
168949,0
10712,0
721388,0
147664,0
620751,0
383777,0
691912,0
292885,0
362065,0
724564,0
8090,0
639591,0
57136,0
955656,0
551360,0
687456,0
659314,0
890977,0
497618,0
365815,0
1022393,0
424872,0
401757,0
332010,0
726307,0
971677,0
806617,0
192218,0
449749,0
188567,0
228282,0
101264,0
76017,0
260954,0
777866,0
275069,0
601069,0
735165,0
127502,0
735767,0
372037,0
276870,0
288110,0
546239,0
109527,0
629523,0
1003215,0
121945,0
950680,0
382807,0
963400,0
137605,0
794108,0
314533,0
661429,0
793623,0
354436,0
593133,0
1606,0
272828,0
15457,0
1032241,0
268049,0
87174,0
720665,0
398926,0
386066,0
607817,0
94109,0
515801,0
138323,0
382724,0
739346,0
690329,0
249526,0
846192,0
545480,0
35735,0
102439,0
348958,0
585048,0
917589,0
341857,0
470212,0
231008,0
333175,0
542641,0
275205,0
440531,0
530183,0
929448,0
89621,0
926999,0
145442,0
539838,0
938817,0
458170,0
240864,0
714019,0
771653,0
741580,0
137672,0
189296,0
773980,0
103565,0
183533,0
358464,0
289480,0
123473,0
159722,0
855897,0
841688,0
77646,0
209147,0
1012418,0
382244,0
754403,0
177550,0
177596,0
427953,0
604192,0
830299,0
823277,0
1010018,0
1020253,0
662228,0
1002908,0
141134,0
967038,0
23757,0
114093,0
1001883,0
669633,0
756182,0
138179,0
944439,0
996492,0
92145,0
87144,0
934813,0
518294,0
513287,0
305243,0
648325,0
36300,0
463903,0
1030486,0
748416,0
43701,0
1029704,0
185911,0
614062,0
658437,0
115387,0
171997,0
923302,0
397641,0
949327,0
107882,0
59266,0
990964,0
957800,0
839343,0
206835,0
601228,0
693377,0
1135,0
1001086,0
105805,0
391843,0
418863,0
686694,0
625484,0
997378,0
58700,0
214712,0
457875,0
503556,0
308929,0
270120,0
427424,0
745385,0
275744,0
937292,0
48415,0
739863,0
201357,0
5172,0
941474,0
970501,0
421165,0
15854,0
1005890,0
853788,0
870907,0
311371,0
375558,0
8994,0
986236,0
357897,0
822971,0
776503,0
952304,0
671846,0
439862,0
872439,0
166980,0
1027395,0
645477,0
210167,0
369528,0
598271,0
729852,0
530627,0
582622,0
955466,0
455657,0
458923,0
296853,0
889644,0
164578,0
224959,0
559708,0
755002,0
865249,0
514809,0
540049,0
506896,0
242742,0
5078,0
91198,0
271218,0
525406,0
384492,0
659810,0
695023,0
926963,0
307491,0
993253,0
252368,0
518350,0
745850,0
290744,0
56916,0
616637,0
373172,0
91898,0
516034,0
260554,0
272705,0
159564,0
385818,0
174052,0
601610,0
76028,0
625915,0
1022805,0
30526,0
347993,0
558300,0
198341,0
144668,0
1004294,0
10402,0
689295,0
346919,0
787549,0
518886,0
484084,0
571600,0
805162,0
921237,0
912658,0
875848,0
806806,0
343263,0
295112,0
808534,0
441359,0
179165,0
871362,0
591409,0
431846,0
15194,0
214833,0
2587,0
944194,0
16594,0
158995,0
581162,0
1023972,0
418834,0
801244,0
801608,0
365289,0
699505,0
711765,0
925985,0
769278,0
536463,0
501017,0
436018,0
247473,0
202288,0
782425,0
687136,0
138192,0
760935,0
199361,0
826299,0
4452,0
636029,0
966266,0
882520,0
336893,0
334492,0
975638,0
419940,0
581059,0
331087,0
74268,0
614821,0
868238,0
756218,0
819119,0
8861,0
508754,0
871671,0
1025280,0
938496,0
161607,0
251082,0
410423,0
697164,0
157839,0
1004279,0
519851,0
470937,0
438167,0
298326,0
760224,0
297032,0
365070,0
675758,0
336633,0
858821,0
133025,0
156061,0
640914,0
344407,0
78259,0
162331,0
399889,0
770855,0
753481,0
809369,0
439473,0
109041,0
452560,0
528942,0
822046,0
379111,0
995217,0
950409,0
936642,0
495887,0
1031188,0
782960,0
757524,0
311001,0
923688,0
118742,0
381793,0
598302,0
416860,0
94339,0
162347,0
756645,0
897910,0
360719,0
614054,0
480917,0
660184,0
975154,0
964698,0
768244,0
208078,0
368499,0
518367,0
48517,0
232066,0
1022298,0
256704,0
846059,0
1030686,0
23412,0
980089,0
416088,0
328853,0
962799,0
901626,0
759059,0
38337,0
171119,0
417347,0
837996,0
871170,0
1023088,0
208932,0
159974,0
400237,0
456563,0
150054,0
554488,0
392234,0
354672,0
332025,0
260697,0
860732,0
794425,0
286246,0
933302,0
560440,0
627260,0
338475,0
301092,0
327343,0
8703,0
1035961,0
687998,0
172624,0
278615,0
339901,0
693757,0
778253,0
331479,0
925099,0
1031001,0
186252,0
338285,0
99876,0
184816,0
355601,0
363498,0
258319,0
521069,0
205429,0
994966,0
867970,0
518840,0
892978,0
779350,0
461865,0
92105,0
303135,0
690153,0
942419,0
348703,0
945692,0
100183,0
589742,0
749908,0
228034,0
140873,0
402705,0
172238,0
710124,0
94448,0
894263,0
794846,0
462427,0
18634,0
119056,0
426920,0
638410,0
422376,0
458042,0
148806,0
96726,0
731179,0
174211,0
877311,0
1032392,0
439292,0
214101,0
908119,0
362603,0
340528,0
197749,0
510457,0
775785,0
991279,0
232285,0
978004,0
375295,0
886242,0
616494,0
724535,0
367931,0
271622,0
522217,0
697163,0
889068,0
323542,0
614585,0
61539,0
403974,0
310607,0
758847,0
274984,0
670673,0
24952,0
130157,0
561861,0
160490,0
618072,0
659065,0
380881,0
539969,0
237910,0
826411,0
652740,0
939345,0
194055,0
663946,0
182804,0
377504,0
646312,0
415178,0
912580,0
776436,0
989003,0
577933,0
485457,0
441452,0
572473,0
530427,0
229632,0
843271,0
746654,0
153354,0
417745,0
752573,0
119337,0
194665,0
147662,0
928983,0
727585,0
782235,0
243360,0
404712,0
993860,0
99098,0
1037993,0
868453,0
864513,0
156169,0
4258,0
6812,0
359260,0
905227,0
688907,0
510950,0
256318,0
254611,0
529857,0
1011904,0
352089,0
883509,0
587344,0
479858,0
360319,0
488307,0
591200,0
214156,0
305474,0
942401,0
666231,0
79680,0
70330,0
386205,0
184721,0
650916,0
508185,0
312167,0
455921,0
871692,0
356446,0
863843,0
467407,0
663123,0
395143,0
868921,0
112145,0
677729,0
304862,0
936014,0
800718,0
834807,0
792951,0
409494,0
12272,0
622442,0
197402,0
302799,0
62247,0
305109,0
178042,0
797157,0
872067,0
682871,0
939027,0
120349,0
367307,0
480644,0
823132,0
234269,0
929345,0
694594,0
249937,0
700596,0
472224,0
653392,0
1019060,0
582927,0
220997,0
338947,0
328035,0
46967,0
361635,0
428596,0
1024915,0
515042,0
340536,0
895127,0
773306,0
752741,0
635979,0
364918,0
434427,0
1030457,0
568207,0
642076,0
670098,0
50353,0
610313,0
664042,0
125294,0
554220,0
993201,0
807263,0
476945,0
166892,0
962731,0
206027,0
225607,0
1030758,0
530136,0
998769,0
919448,0
477186,0
132006,0
840585,0
432509,0
122710,0
829049,0
627109,0
159587,0
935531,0
844440,0
11639,0
499634,0
667308,0
1007069,0
1004253,0
689778,0
311668,0
959555,0
404310,0
394209,0
252372,0
565188,0
1034131,0
240845,0
192080,0
83535,0
109874,0
503132,0
751445,0
310917,0
873574,0
534682,0
472663,0
637221,0
724133,0
287375,0
536184,0
842639,0
114492,0
486681,0
129878,0
311672,0
699489,0
962166,0
637898,0
639199,0
999460,0
244632,0
484085,0
425295,0
520167,0
40230,0
523455,0
452284,0
847436,0
137101,0
985778,0
333006,0
791232,0
664561,0
26726,0
81604,0
936596,0
786268,0
545938,0
906512,0
1024423,0
713893,0
618769,0
1036669,0
141470,0
918660,0
396292,0
280974,0
151427,0
698123,0
530258,0
279380,0
994546,0
963168,0
740165,0
529160,0
242607,0
908363,0
239522,0
1012564,0
610733,0
538008,0
712535,0
885404,0
837888,0
258645,0
75106,0
399732,0
343138,0
703630,0
282500,0
840977,0
533761,0
830130,0
49940,0
447893,0
773958,0
821751,0
164544,0
47104,0
347975,0
778588,0
317378,0
414886,0
573019,0
1001117,0
941593,0
111024,0
195680,0
765987,0
29893,0
498708,0
1661,0
838428,0
785936,0
648877,0
708932,0
860914,0
432822,0
430792,0
875788,0
71103,0
754420,0
223110,0
756845,0
395321,0
615691,0
824085,0
808738,0
543120,0
931500,0
824355,0
856096,0
992412,0
335295,0
366099,0
217014,0
85186,0
976555,0
156450,0
521854,0
292166,0
1014122,0
796024,0
66065,0
989627,0
19717,0
310228,0
27321,0
600486,0
825093,0
455710,0
511999,0
961081,0
674189,0
26069,0
275128,0
161910,0
793641,0
733844,0
472349,0
760878,0
1033190,0
626107,0
921677,0
1037806,0
880923,0
45543,0
195101,0
6938,0
288448,0
63858,0
460522,0
650548,0
325736,0
396963,0
103961,0
391915,0
56187,0
51158,0
543704,0
535394,0
656290,0
443823,0
348168,0
742186,0
748470,0
267287,0
968925,0
197819,0
843536,0
298057,0
413147,0
581570,0
991237,0
577659,0
809225,0
943824,0
706861,0
588576,0
289227,0
720812,0
219678,0
756835,0
272036,0
394144,0
827738,0
241367,0
359549,0
254545,0
72182,0
41427,0
370353,0
412723,0
717669,0
790452,0
459590,0
519472,0
758127,0
238263,0
794986,0
131941,0
645228,0
661106,0
302856,0
768283,0
1006704,0
373431,0
860441,0
979469,0
268041,0
853912,0
433504,0
29305,0
198460,0
94288,0
1000182,0
637361,0
398339,0
105062,0
604879,0
758854,0
223734,0
821660,0
404114,0
831340,0
66716,0
905229,0
837545,0
82661,0
471646,0
308003,0
266513,0
176314,0
657995,0
305766,0
1025693,0
442651,0
120434,0
87730,0
171500,0
139475,0
29283,0
362223,0
129698,0
809061,0
83984,0
848131,0
898671,0
432125,0
908167,0
934175,0
919434,0
304939,0
840178,0
5762,0
348808,0
415656,0
591697,0
1018423,0
710631,0
127936,0
662197,0
540396,0
917848,0
34163,0
943900,0
480784,0
538354,0
690484,0
619169,0
319908,0
512309,0
99155,0
432287,0
38686,0
603807,0
246998,0
477753,0
1005773,0
12011,0
218117,0
423980,0
160141,0
640199,0
816213,0
422968,0
887654,0
537312,0
947591,0
238404,0
462481,0
913029,0
382340,0
824000,0
1035657,0
535099,0
407514,0
483017,0
616472,0
616975,0
362056,0
761971,0
196482,0
202238,0
991266,0
1031206,0
347662,0
212186,0
592935,0
72945,0
173736,0
1012624,0
158744,0
567720,0
290284,0
765888,0
960150,0
912869,0
115210,0
171878,0
1008694,0
334070,0
420909,0
1026195,0
601078,0
65155,0
268858,0
580348,0
22117,0
1034863,0
40038,0
238955,0
909642,0
35871,0
952222,0
961227,0
647656,0
353024,0
875027,0
388449,0
388332,0
340581,0
13050,0
42000,0
293127,0
143497,0
447135,0
600223,0
277754,0
630662,0
342988,0
1021289,0
905721,0
165576,0
926647,0
405642,0
1038045,0
529025,0
864206,0
527333,0
399174,0
471028,0
131902,0
840033,0
703285,0
947811,0
265925,0
582677,0
880002,0
637889,0
996366,0
1029316,0
382147,0
913477,0
1006262,0
557789,0
999267,0
661924,0
605694,0
39165,0
982657,0
564689,0
920897,0
342074,0
276232,0
15307,0
826034,0
640472,0
179446,0
515697,0
1020817,0
90171,0
663380,0
965067,0
345783,0
584554,0
680430,0
508523,0
705525,0
775760,0
108678,0
64550,0
347744,0
156403,0
281120,0
512,0
88653,0
954525,0
77251,0
640217,0
746013,0
874677,0
130115,0
575620,0
697868,0
264109,0
312445,0
961368,0
336751,0
550394,0
677021,0
204081,0
356689,0
912209,0
1019269,0
948308,0
939645,0
828653,0
965383,0
562085,0
625191,0
1005552,0
750844,0
433762,0
995392,0
614640,0
47119,0
457680,0
44352,0
160985,0
24254,0
261107,0
72764,0
27641,0
217077,0
919753,0
491583,0
697582,0
448712,0
651908,0
784253,0
606015,0
464386,0
83630,0
984916,0
566833,0
912746,0
957045,0
173478,0
516853,0
936140,0
430032,0
158466,0
567726,0
136925,0
209347,0
957261,0
380402,0
838566,0
561356,0
462864,0
19526,0
543906,0
527212,0
803080,0
896280,0
649532,0
175350,0
816853,0
946326,0
408943,0
266525,0
99840,0
536421,0
50371,0
958227,0
130792,0
635854,0
431032,0
301554,0
922477,0
134786,0
607757,0
418008,0
720202,0
289664,0
666076,0
483826,0
274052,0
629491,0
725017,0
254786,0
321693,0
769331,0
443716,0
121795,0
652181,0
1014437,0
880653,0
152867,0
291825,0
47004,0
107395,0
740179,0
456160,0
545233,0
887954,0
597593,0
563562,0
267925,0
303114,0
279240,0
147280,0
780428,0
352589,0
343974,0
122640,0
812647,0
175785,0
629573,0
908846,0
54877,0
582648,0
790158,0
446395,0
884618,0
211346,0
222062,0
429543,0
147799,0
170586,0
682062,0
542085,0
958224,0
981082,0
142072,0
26804,0
35047,0
646751,0
371915,0
108414,0
521227,0
204366,0
489070,0
21198,0
240266,0
703019,0
379230,0
885289,0
496692,0
731085,0
1018187,0
180092,0
63551,0
435329,0
863786,0
386513,0
522078,0
983974,0
849525,0
287991,0
706784,0
974835,0
402149,0
518027,0
558046,0
511011,0
44753,0
868877,0
788510,0
904451,0
518575,0
240630,0
177642,0
808701,0
416169,0
406216,0
768124,0
253805,0
659627,0
582469,0
633910,0
956233,0
203645,0
332818,0
35184,0
561922,0
560396,0
262836,0
227240,0
826645,0
558242,0
687035,0
212282,0
248906,0
189845,0
907265,0
514647,0
155831,0
495537,0
786046,0
743745,0
849471,0
353828,0
244208,0
258010,0
892091,0
646787,0
467738,0
424672,0
674391,0
604666,0
535667,0
574935,0
887190,0
69185,0
756815,0
852622,0
775130,0
961653,0
519983,0
193001,0
364076,0
45699,0
91375,0
150425,0
631836,0
674392,0
60298,0
832296,0
57432,0
189361,0
250070,0
226253,0
736895,0
935067,0
933220,0
289060,0
431119,0
839946,0
962956,0
621298,0
215402,0
759290,0
664199,0
191951,0
843889,0
240727,0
530668,0
268240,0
611685,0
891569,0
636277,0
763708,0
271763,0
665902,0
906620,0
424127,0
544229,0
378141,0
1026708,0
1019310,0
731134,0
754938,0
193825,0
904790,0
748485,0
191924,0
847421,0
321352,0
654014,0
136427,0
555302,0
928815,0
159431,0
24973,0
993780,0
336279,0
1034594,0
741392,0
826565,0
197354,0
274879,0
575061,0
877229,0
942575,0
501155,0
344501,0
647853,0
435427,0
922242,0
41246,0
485407,0
957760,0
419161,0
689536,0
22121,0
67318,0
275952,0
458967,0
650273,0
386699,0
949420,0
839420,0
407485,0
899878,0
227199,0
507417,0
678973,0
919199,0
698930,0
990527,0
749664,0
294420,0
265211,0
632506,0
772241,0
396984,0
968249,0
787451,0
267274,0
521437,0
559819,0
730783,0
680693,0
155854,0
400589,0
569225,0
555406,0
219632,0
378841,0
703746,0
856975,0
73136,0
785314,0
23583,0
417936,0
648553,0
982399,0
112818,0
11800,0
322795,0
397269,0
675294,0
942033,0
790933,0
623424,0
38468,0
143164,0
636197,0
1001570,0
313183,0
481874,0
848894,0
452958,0
151278,0
969599,0
666804,0
136045,0
477637,0
242301,0
661564,0
925486,0
899999,0
882500,0
399959,0
405678,0
656367,0
189267,0
104645,0
252931,0
294471,0
54711,0
426351,0
152628,0
734619,0
414858,0
924175,0
161159,0
794679,0
875356,0
325434,0
938443,0
852576,0
692208,0
634603,0
190491,0
365407,0
690379,0
104634,0
7399,0
29807,0
621749,0
807511,0
540433,0
907329,0
703144,0
201341,0
441651,0
149892,0
907270,0
701499,0
992644,0
377901,0
677406,0
674855,0
1027483,0
705215,0
96785,0
1015764,0
75409,0
962419,0
586882,0
365903,0
935656,0
506453,0
196985,0
669657,0
45399,0
215284,0
554251,0
581137,0
578974,0
973485,0
462392,0
303025,0
658335,0
682805,0
829203,0
968116,0
684475,0
105872,0
343869,0
67802,0
446455,0
908252,0
847831,0
350786,0
500605,0
954134,0
1010326,0
616619,0
260890,0
544822,0
983041,0
513982,0
234118,0
770028,0
134345,0
564594,0
831950,0
918630,0
104210,0
473488,0
202494,0
172499,0
923794,0
532082,0
817507,0
108490,0
912261,0
502891,0
86211,0
782704,0
215354,0
115808,0
833825,0
407044,0
826090,0
827268,0
607903,0
639974,0
187769,0
970401,0
14182,0
342652,0
1037076,0
679393,0
864820,0
793948,0
313801,0
826200,0
621690,0
496075,0
445229,0
310226,0
578020,0
466516,0
859107,0
219667,0
956835,0
466615,0
568150,0
233570,0
360547,0
834848,0
385390,0
538156,0
335340,0
314029,0
113441,0
754192,0
865386,0
688285,0
272183,0
753674,0
519671,0
1031174,0
825031,0
11821,0
953820,0
113179,0
542504,0
963465,0
800551,0
133331,0
273798,0
344127,0
659652,0
212685,0
794240,0
928238,0
747124,0
649498,0
661278,0
879210,0
1032568,0
964912,0
785045,0
410086,0
89949,0
1037032,0
765559,0
140603,0
482817,0
144534,0
99629,0
411508,0
41682,0
573687,0
101084,0
368753,0
518104,0
470205,0
7301,0
142219,0
712237,0
186274,0
839463,0
493040,0
693074,0
355714,0
797333,0
302185,0
851473,0
4829,0
475951,0
501782,0
130051,0
453727,0
961574,0
659583,0
302369,0
289066,0
787638,0
60510,0
886595,0
991377,0
275358,0
346899,0
598355,0
787961,0
959192,0
493319,0
249336,0
741615,0
124919,0
942414,0
338904,0
24950,0
457986,0
656919,0
304859,0
152419,0
674249,0
1007294,0
506492,0
96129,0
268543,0
282674,0
555189,0
752345,0
997888,0
937733,0
949762,0
116731,0
951615,0
1026251,0
501216,0
257157,0
245700,0
604540,0
773099,0
277548,0
784564,0
151947,0
912172,0
276624,0
215045,0
178275,0
210338,0
427590,0
787442,0
871124,0
323375,0
62647,0
304546,0
418971,0
21045,0
192264,0
51472,0
693022,0
165489,0
724255,0
191517,0
923444,0
509355,0
731122,0
809118,0
83361,0
469533,0
893734,0
340096,0
688063,0
928348,0
297600,0
391816,0
951563,0
341849,0
510238,0
507198,0
709045,0
905056,0
684513,0
89275,0
549803,0
839681,0
788069,0
309281,0
943220,0
679813,0
65118,0
492740,0
460950,0
675356,0
739641,0
405691,0
613395,0
186632,0
464184,0
955003,0
635005,0
247225,0
95359,0
69679,0
103517,0
129456,0
494506,0
464267,0
634589,0
772509,0
489625,0
740812,0
764125,0
426809,0
89242,0
898523,0
1880,0
611402,0
67804,0
606355,0
358658,0
753618,0
193190,0
637626,0
872903,0
813258,0
13066,0
492784,0
662063,0
760444,0
575022,0
506071,0
553012,0
276705,0
144360,0
1021975,0
14967,0
659379,0
309853,0
295660,0
274071,0
421685,0
486963,0
190143,0
323875,0
479350,0
269756,0
540271,0
168340,0
415624,0
314940,0
597729,0
200320,0
65496,0
324880,0
551314,0
624905,0
902802,0
449480,0
747966,0
1024988,0
874195,0
525215,0
426264,0
103968,0
497489,0
28387,0
307725,0
3675,0
456233,0
722798,0
176160,0
387522,0
441127,0
172360,0
137933,0
854412,0
700540,0
343688,0
299015,0
660754,0
618689,0
952569,0
381545,0
41954,0
1026165,0
206510,0
1008203,0
1011110,0
766314,0
169032,0
415455,0
1008521,0
444637,0
43520,0
79307,0
97736,0
897705,0
266155,0
1017924,0
111799,0
858905,0
394447,0
735327,0
647627,0
886051,0
270847,0
593865,0
305113,0
113652,0
966323,0
683193,0
73273,0
576131,0
848110,0
696682,0
382076,0
739871,0
951405,0
182945,0
351072,0
193325,0
958352,0
304737,0
340855,0
688722,0
535459,0
2124,0
122015,0
911855,0
997452,0
974869,0
679560,0
708463,0
796915,0
655355,0
3574,0
68178,0
907534,0
898719,0
395436,0
661500,0
923832,0
666201,0
693733,0
195392,0
4908,0
33033,0
529199,0
582863,0
410488,0
994041,0
926042,0
904545,0
1012135,0
959098,0
491221,0
387782,0
238594,0
616365,0
122817,0
370009,0
862029,0
800681,0
212509,0
807299,0
897581,0
123858,0
34723,0
1001061,0
449094,0
507589,0
37489,0
170171,0
94368,0
101769,0
763199,0
110309,0
528796,0
419601,0
979002,0
139499,0
2816,0
882957,0
493231,0
538624,0
644446,0
294124,0
794118,0
484587,0
829883,0
885149,0
607258,0
278982,0
55691,0
753641,0
949715,0
812962,0
241173,0
853753,0
273197,0
142,0
889952,0
878672,0
939887,0
462019,0
371430,0
10103,0
531097,0
739877,0
495099,0
562354,0
515300,0
479075,0
240268,0
518718,0
73270,0
273291,0
911775,0
207191,0
533738,0
234248,0
32442,0
987411,0
579368,0
872516,0
492600,0
1015728,0
443472,0
629982,0
395423,0
652370,0
939555,0
599990,0
197566,0
947360,0
779007,0
810679,0
844689,0
604444,0
243759,0
352318,0
761504,0
185850,0
438857,0
952347,0
299554,0
205826,0
17885,0
472156,0
743117,0
502685,0
441676,0
75248,0
442839,0
502405,0
127732,0
614065,0
115747,0
1028004,0
260901,0
215991,0
667237,0
613030,0
678813,0
392725,0
144226,0
224267,0
441570,0
597654,0
1032268,0
324911,0
818763,0
765819,0
145829,0
225172,0
854170,0
700182,0
658253,0
326469,0
1011331,0
465425,0
275477,0
255835,0
54089,0
597159,0
137906,0
345296,0
177429,0
222687,0
7413,0
955868,0
708586,0
451402,0
163073,0
1018787,0
671124,0
818848,0
528535,0
67599,0
768711,0
302228,0
931205,0
1010703,0
734959,0
502219,0
345119,0
428583,0
79770,0
55545,0
498929,0
976531,0
132486,0
331284,0
130418,0
491374,0
5119,0
591611,0
820854,0
450258,0
814965,0
812592,0
734661,0
970234,0
649478,0
659199,0
142148,0
941009,0
348766,0
1011557,0
503187,0
325361,0
530336,0
589414,0
36708,0
512498,0
1023138,0
992863,0
613326,0
1017118,0
930986,0
780524,0
735678,0
769294,0
759876,0
223773,0
391391,0
723592,0
124172,0
545733,0
885640,0
945675,0
950211,0
64583,0
677298,0
1032560,0
292819,0
537808,0
519260,0
282917,0
488231,0
238072,0
790748,0
543798,0
526883,0
838916,0
214050,0
937304,0
152264,0
951057,0
209342,0
798147,0
437286,0
74925,0
655780,0
409316,0
27745,0
613668,0
111031,0
159440,0
236347,0
649014,0
507487,0
101123,0
301067,0
755971,0
889239,0
121273,0
99076,0
417257,0
206135,0
396886,0
277266,0
485934,0
231098,0
907189,0
984535,0
585393,0
739723,0
348907,0
345511,0
489137,0
323752,0
999752,0
292836,0
382430,0
684196,0
564825,0
734784,0
623359,0
556836,0
155773,0
260,0
633168,0
702027,0
644049,0
41151,0
838575,0
758110,0
273503,0
835051,0
805431,0
96358,0
299818,0
200081,0
871566,0
735496,0
271815,0
600947,0
369824,0
759841,0
955065,0
360063,0
671420,0
900603,0
1033101,0
102979,0
246577,0
58918,0
267899,0
695448,0
426917,0
237812,0
624131,0
817360,0
240701,0
644881,0
21999,0
1012894,0
110037,0
456620,0
398884,0
328882,0
203098,0
660505,0
198198,0
955946,0
223852,0
179597,0
956873,0
185203,0
268158,0
405532,0
503398,0
489833,0
1021699,0
577637,0
479722,0
172679,0
662296,0
517940,0
364349,0
649363,0
718133,0
358462,0
39503,0
176875,0
441099,0
888718,0
985082,0
771774,0
377706,0
119269,0
160210,0
133587,0
807886,0
465400,0
550702,0
591950,0
327104,0
319455,0
655845,0
26020,0
874568,0
778677,0
424138,0
352080,0
253785,0
209491,0
489513,0
97038,0
326001,0
230283,0
607375,0
824597,0
975256,0
886548,0
286842,0
822460,0
8525,0
71208,0
790077,0
940643,0
873613,0
668059,0
391425,0
629507,0
275276,0
969574,0
696412,0
18882,0
202099,0
630815,0
626501,0
155119,0
750194,0
978301,0
615204,0
985675,0
354960,0
39698,0
908073,0
315656,0
757479,0
1010495,0
978069,0
901396,0
728436,0
324684,0
890731,0
341002,0
931382,0
165461,0
23840,0
235157,0
456745,0
296315,0
347677,0
125360,0
806415,0
133396,0
262393,0
645851,0
1036703,0
419914,0
23737,0
997667,0
869727,0
275398,0
1024725,0
392517,0
333920,0
137171,0
426875,0
582763,0
587773,0
788921,0
1026122,0
92349,0
38107,0
272924,0
681323,0
381477,0
648606,0
409299,0
99361,0
726413,0
263080,0
589301,0
339818,0
392255,0
328772,0
340194,0
801156,0
922238,0
682593,0
236746,0
98735,0
14312,0
797281,0
