,CLASE_BIN
297109,0
71257,0
655327,0
62080,0
611432,0
51652,0
272179,0
320100,0
513185,0
676106,0
5711,0
804497,0
852946,0
380571,0
49649,0
77824,0
777485,0
1004935,0
226660,0
94894,0
575139,0
809425,0
405134,0
584275,0
223965,0
380224,0
928212,0
388085,0
270429,0
836532,0
791576,0
568000,0
404545,0
198525,0
734705,0
57487,0
901862,0
464841,0
932512,0
525660,0
77391,0
934217,0
349219,0
399765,0
612380,0
622570,0
892509,0
663127,0
172996,0
919946,0
658199,0
446823,0
272428,0
415055,0
525580,0
116178,0
439923,0
717066,0
362038,0
22826,0
782615,0
933895,0
43580,0
932668,0
161109,0
197152,0
936758,0
123409,0
380798,0
579600,0
134336,0
543263,0
145998,0
509634,0
488636,0
519413,0
510493,0
877257,0
55993,0
457541,0
829934,0
8578,0
75404,0
451606,0
22210,0
559012,0
436744,0
451231,0
815804,0
840318,0
690329,0
84605,0
71406,0
919900,0
408153,0
78164,0
6029,0
385078,0
161698,0
74737,0
633955,0
74796,0
134267,0
115855,0
111616,0
222890,0
54031,0
919249,0
552732,0
131841,0
881129,0
427592,0
202898,0
250756,0
584598,0
671127,0
506222,0
552672,0
498262,0
306891,0
125440,0
77203,0
464579,0
986836,0
775787,0
932463,0
236410,0
180193,0
518477,0
484266,0
269948,0
178173,0
201358,0
13915,0
412390,0
536373,0
698831,0
535293,0
928857,0
13240,0
668958,0
77491,0
297252,0
160969,0
835584,0
717247,0
847979,0
351601,0
540141,0
124643,0
547750,0
350484,0
33955,0
836706,0
101401,0
623007,0
686539,0
405673,0
182811,0
445344,0
908386,0
633534,0
37718,0
612984,0
271158,0
55875,0
430486,0
382064,0
836026,0
91942,0
980797,0
134791,0
47733,0
295966,0
838679,0
811903,0
497794,0
865969,0
46967,0
870289,0
387328,0
582907,0
937848,0
422438,0
524395,0
683705,0
627340,0
574270,0
264517,0
58087,0
187625,0
376906,0
412469,0
420215,0
543132,0
567351,0
565008,0
895429,0
807638,0
581102,0
655504,0
403544,0
81067,0
859591,0
469769,0
659995,0
777025,0
350667,0
190329,0
141560,0
941839,0
550399,0
271750,0
432244,0
208641,0
350072,0
529100,0
688060,0
166329,0
52628,0
139018,0
143946,0
996788,0
659074,0
949219,0
885644,0
180442,0
363403,0
376260,0
788715,0
235871,0
1018037,0
437091,0
581632,0
418984,0
355763,0
928996,0
218558,0
1002722,0
772036,0
21252,0
565045,0
223413,0
934860,0
996700,0
625578,0
144595,0
380170,0
611202,0
461349,0
165453,0
91240,0
866570,0
527600,0
931650,0
140860,0
29586,0
186894,0
438410,0
267058,0
472530,0
305391,0
441345,0
299405,0
782253,0
497332,0
374757,0
659066,0
247543,0
441698,0
934772,0
555456,0
302636,0
458012,0
529182,0
20413,0
886228,0
632127,0
113333,0
613395,0
484276,0
490625,0
189323,0
537419,0
935828,0
845848,0
223066,0
218373,0
249542,0
269996,0
204060,0
192550,0
414101,0
903367,0
162787,0
28814,0
186802,0
112522,0
130300,0
4966,0
35930,0
356467,0
876453,0
59692,0
523678,0
54698,0
58004,0
205075,0
219679,0
135885,0
469889,0
97021,0
225522,0
313135,0
319178,0
120132,0
30763,0
31604,0
519456,0
95824,0
584626,0
581540,0
250829,0
26079,0
113910,0
88078,0
210268,0
459240,0
356549,0
374798,0
164759,0
39108,0
454077,0
831450,0
668629,0
180355,0
843462,0
101558,0
43735,0
61304,0
604739,0
334111,0
481074,0
104815,0
248911,0
506428,0
642852,0
642544,0
191696,0
269879,0
830694,0
34845,0
65300,0
517054,0
222023,0
260941,0
123846,0
99992,0
111407,0
827873,0
134970,0
95509,0
201615,0
879589,0
40794,0
612672,0
271984,0
520438,0
973929,0
52515,0
261950,0
670724,0
127835,0
445204,0
115554,0
38064,0
5063,0
874370,0
567379,0
931631,0
209460,0
174622,0
658758,0
913994,0
86080,0
426219,0
190592,0
185698,0
236570,0
193312,0
30940,0
545217,0
684097,0
249257,0
589312,0
452373,0
865396,0
475142,0
519207,0
236366,0
205689,0
605601,0
294581,0
391134,0
36995,0
428897,0
213579,0
345100,0
181030,0
350790,0
156828,0
551610,0
449125,0
933216,0
629095,0
527852,0
996995,0
131024,0
183485,0
487838,0
928642,0
312969,0
833263,0
807710,0
643957,0
467880,0
405450,0
56368,0
459807,0
484292,0
413151,0
160955,0
77611,0
9987,0
811732,0
485385,0
777201,0
539745,0
567720,0
476413,0
798472,0
124371,0
239249,0
684530,0
778947,0
580750,0
283184,0
138365,0
923238,0
53112,0
92607,0
688329,0
109400,0
249929,0
199269,0
833038,0
930436,0
422653,0
850043,0
575021,0
647749,0
28920,0
608659,0
635598,0
179569,0
605144,0
125399,0
249819,0
439419,0
1010384,0
168395,0
194406,0
114387,0
94838,0
549457,0
578238,0
594890,0
628749,0
89945,0
159844,0
890562,0
626058,0
13824,0
44876,0
648164,0
725878,0
891958,0
1000146,0
821423,0
778439,0
18873,0
821600,0
92391,0
429242,0
506429,0
877267,0
520742,0
181321,0
333884,0
115808,0
385057,0
540137,0
292340,0
648118,0
11029,0
858438,0
620868,0
488157,0
996267,0
622834,0
48331,0
317793,0
213971,0
230017,0
163550,0
235592,0
581722,0
444312,0
337552,0
318979,0
859421,0
711939,0
671013,0
489460,0
817255,0
41999,0
676247,0
30746,0
76438,0
675574,0
798301,0
14734,0
313477,0
289830,0
110751,0
158947,0
5513,0
437182,0
175851,0
582961,0
509598,0
567382,0
886162,0
75803,0
143586,0
177276,0
819177,0
52066,0
256444,0
818697,0
382213,0
176239,0
72355,0
306440,0
963478,0
182047,0
868472,0
25808,0
447725,0
622671,0
559482,0
858415,0
938334,0
198263,0
705700,0
238209,0
850600,0
35394,0
479561,0
407900,0
378555,0
785217,0
480060,0
809884,0
490100,0
549469,0
214449,0
472748,0
393067,0
6227,0
18640,0
624831,0
111528,0
78145,0
302904,0
866839,0
588383,0
174019,0
509764,0
873415,0
1025334,0
132128,0
45293,0
178964,0
51481,0
284377,0
574565,0
881338,0
889095,0
239080,0
580153,0
553998,0
183325,0
221824,0
562670,0
20847,0
53734,0
451002,0
884883,0
462073,0
138487,0
313011,0
222516,0
1000507,0
847553,0
562129,0
294984,0
310244,0
416591,0
631595,0
660344,0
971328,0
697397,0
442900,0
812876,0
23526,0
668502,0
816680,0
466634,0
545268,0
345539,0
485359,0
436680,0
213584,0
283294,0
53685,0
469733,0
322882,0
206695,0
53966,0
857200,0
303014,0
775742,0
288275,0
270888,0
842554,0
108609,0
128462,0
544958,0
194483,0
257218,0
463739,0
516024,0
837546,0
261715,0
830983,0
420916,0
874238,0
110358,0
264832,0
626102,0
471042,0
720702,0
183186,0
173007,0
498029,0
513144,0
486539,0
198421,0
818400,0
205207,0
8829,0
49687,0
1010060,0
838184,0
808234,0
292668,0
30846,0
655752,0
97918,0
587216,0
892382,0
398393,0
655511,0
118058,0
787793,0
24640,0
125004,0
644859,0
65010,0
178435,0
98455,0
85410,0
517132,0
536470,0
248620,0
705522,0
711805,0
864315,0
402942,0
224220,0
386249,0
61596,0
835868,0
506556,0
628656,0
65082,0
825565,0
817186,0
637,0
381016,0
838781,0
164359,0
857752,0
545544,0
164069,0
882666,0
17423,0
328013,0
369175,0
781620,0
810284,0
903560,0
269766,0
113329,0
327600,0
400321,0
404864,0
370932,0
509016,0
332846,0
857945,0
423524,0
540398,0
876003,0
867035,0
46980,0
248293,0
404173,0
959924,0
852432,0
932224,0
808653,0
216728,0
135619,0
422406,0
141639,0
134220,0
777322,0
198782,0
471249,0
372540,0
271443,0
686354,0
630706,0
676451,0
814576,0
658174,0
891612,0
541420,0
937267,0
489308,0
909985,0
523201,0
624449,0
84399,0
158290,0
531599,0
960232,0
448535,0
637659,0
470080,0
510201,0
33375,0
812485,0
440363,0
999275,0
877519,0
247943,0
18282,0
229927,0
260049,0
450607,0
384508,0
902233,0
468746,0
771499,0
711619,0
814633,0
851559,0
398837,0
64044,0
175864,0
425763,0
289023,0
428802,0
683824,0
67320,0
71217,0
930676,0
443221,0
285802,0
102799,0
540802,0
488080,0
625393,0
422802,0
401879,0
972158,0
234171,0
67211,0
838171,0
87140,0
902610,0
6645,0
38521,0
462282,0
415118,0
676879,0
453364,0
782593,0
523357,0
845395,0
96596,0
530742,0
58052,0
309535,0
9720,0
22111,0
647804,0
141442,0
175281,0
193653,0
283239,0
168517,0
897109,0
266167,0
14976,0
242954,0
22351,0
70208,0
455573,0
42386,0
825250,0
809621,0
1000904,0
78279,0
902687,0
248625,0
521234,0
13317,0
143416,0
741211,0
5635,0
875120,0
10221,0
1010633,0
835250,0
620927,0
306267,0
996837,0
547612,0
50022,0
13293,0
552564,0
18349,0
781677,0
48605,0
549202,0
187899,0
320818,0
80919,0
152418,0
137975,0
456387,0
255933,0
515502,0
2704,0
472305,0
809493,0
498578,0
11773,0
313979,0
164361,0
551155,0
381585,0
847144,0
81522,0
159778,0
171332,0
416982,0
832610,0
889423,0
52937,0
45387,0
876042,0
338963,0
821337,0
841173,0
473937,0
531013,0
10565,0
971452,0
30230,0
770406,0
129153,0
473590,0
711081,0
972916,0
720350,0
932538,0
219920,0
982582,0
998199,0
470859,0
559668,0
425033,0
784851,0
845841,0
190781,0
497869,0
26390,0
925195,0
696757,0
1209,0
295329,0
815260,0
312134,0
143124,0
550861,0
412505,0
141522,0
610554,0
207119,0
620938,0
139966,0
1021482,0
888628,0
142625,0
204801,0
803443,0
998362,0
555074,0
480218,0
164522,0
1005191,0
543241,0
519583,0
896107,0
235275,0
854223,0
433781,0
51867,0
203187,0
687671,0
430056,0
833163,0
873355,0
65060,0
294522,0
38900,0
412846,0
998146,0
663878,0
307299,0
613724,0
559354,0
100888,0
510989,0
214277,0
416165,0
836679,0
403274,0
64783,0
464233,0
47885,0
830614,0
474417,0
778277,0
415518,0
41529,0
808192,0
318228,0
848080,0
356479,0
182157,0
927453,0
521802,0
180535,0
177568,0
684644,0
214028,0
771,0
457320,0
222015,0
626756,0
790892,0
227536,0
21396,0
924131,0
868712,0
13965,0
284266,0
936502,0
625349,0
237568,0
180768,0
399881,0
608808,0
152507,0
151055,0
220736,0
214702,0
255968,0
147629,0
923659,0
809521,0
366533,0
779054,0
831329,0
38304,0
471107,0
19336,0
639538,0
659452,0
804271,0
93029,0
386568,0
920730,0
180444,0
608004,0
236630,0
91767,0
138233,0
1003009,0
382538,0
590234,0
380360,0
11539,0
544552,0
474637,0
197302,0
669708,0
690269,0
53751,0
17217,0
404143,0
562482,0
670334,0
624664,0
554168,0
894123,0
305913,0
199926,0
972909,0
11142,0
53739,0
888766,0
605876,0
627402,0
959911,0
129963,0
1004097,0
416058,0
412889,0
982669,0
164328,0
457598,0
1240,0
971777,0
78065,0
615548,0
937275,0
187265,0
889638,0
400201,0
38630,0
256300,0
11051,0
453291,0
995993,0
996746,0
889972,0
833808,0
194797,0
933751,0
53720,0
203804,0
427086,0
37241,0
414675,0
24485,0
96063,0
812039,0
539316,0
997313,0
142861,0
130100,0
13431,0
104864,0
153177,0
198682,0
739281,0
543120,0
18847,0
818151,0
815447,0
858842,0
478838,0
112566,0
61703,0
734593,0
846136,0
490292,0
846170,0
876884,0
511598,0
290416,0
520699,0
21304,0
886573,0
171277,0
264639,0
743976,0
32477,0
517247,0
168594,0
826037,0
142139,0
305717,0
428178,0
676935,0
67046,0
257231,0
376055,0
881159,0
548050,0
152509,0
403130,0
440781,0
402231,0
631230,0
179510,0
866899,0
72263,0
777133,0
898243,0
87813,0
600252,0
47542,0
84720,0
222168,0
942635,0
469261,0
156412,0
507151,0
30222,0
914490,0
981871,0
880476,0
464081,0
296825,0
308073,0
931010,0
316563,0
607167,0
632605,0
981322,0
463187,0
545587,0
144297,0
1000404,0
881513,0
178615,0
199229,0
392189,0
19248,0
547416,0
929868,0
735287,0
498501,0
458199,0
949205,0
312079,0
41378,0
427487,0
45969,0
60006,0
165847,0
370974,0
840038,0
577916,0
56695,0
131907,0
1018398,0
853862,0
648348,0
399513,0
435202,0
21888,0
874303,0
148828,0
183552,0
146586,0
782964,0
228422,0
622857,0
1023930,0
781052,0
632990,0
812116,0
1018333,0
419765,0
292902,0
704939,0
3610,0
282482,0
375736,0
782856,0
581519,0
351834,0
537823,0
247638,0
381137,0
153468,0
895241,0
150135,0
525355,0
833890,0
85796,0
208780,0
116663,0
857641,0
847829,0
47674,0
838230,0
849224,0
1009867,0
506957,0
228908,0
116662,0
920804,0
299751,0
960865,0
544508,0
162843,0
506288,0
88624,0
814403,0
198950,0
104919,0
241707,0
14234,0
96088,0
486995,0
822086,0
565320,0
637725,0
430238,0
869160,0
1010537,0
366509,0
92936,0
881041,0
689632,0
215541,0
819124,0
380587,0
294125,0
212672,0
550463,0
712174,0
579359,0
788458,0
33516,0
574123,0
415315,0
91518,0
447731,0
448699,0
307028,0
2735,0
419290,0
871525,0
856352,0
234749,0
870878,0
159668,0
183611,0
197939,0
153620,0
816068,0
684550,0
112102,0
349459,0
506342,0
83574,0
524114,0
670981,0
568268,0
465733,0
583214,0
889658,0
188389,0
487807,0
822128,0
120056,0
277747,0
117744,0
8868,0
387361,0
150215,0
573990,0
452445,0
313312,0
152735,0
420268,0
407536,0
629924,0
333446,0
463421,0
148968,0
513152,0
735407,0
293748,0
275940,0
483091,0
426779,0
655538,0
345860,0
675534,0
43903,0
213608,0
138081,0
687694,0
471793,0
912744,0
199600,0
948666,0
150675,0
55805,0
485613,0
212617,0
890172,0
333342,0
220246,0
881170,0
855521,0
594490,0
677258,0
515819,0
15093,0
834982,0
48307,0
290884,0
274715,0
424383,0
119974,0
460560,0
516999,0
196614,0
827564,0
639067,0
144152,0
70428,0
171651,0
49771,0
535585,0
497894,0
399309,0
76917,0
440514,0
484066,0
153692,0
290267,0
890819,0
404017,0
611985,0
820667,0
832534,0
398719,0
305634,0
212614,0
565481,0
245195,0
90517,0
611252,0
117741,0
833829,0
929755,0
627830,0
404700,0
368636,0
963114,0
841083,0
281382,0
536248,0
166935,0
183667,0
47386,0
882467,0
293028,0
688209,0
467472,0
783655,0
220609,0
431211,0
520440,0
883122,0
50266,0
92261,0
498288,0
265823,0
309811,0
559006,0
557261,0
811613,0
534309,0
142813,0
84034,0
431101,0
380801,0
549665,0
865339,0
687183,0
867492,0
995681,0
531312,0
237286,0
222478,0
50128,0
995865,0
637945,0
982223,0
552744,0
4447,0
199947,0
318533,0
834315,0
544371,0
328208,0
62978,0
998829,0
180331,0
524758,0
216924,0
663765,0
608232,0
256339,0
206949,0
639375,0
506385,0
398993,0
131416,0
409128,0
256568,0
1002682,0
247442,0
444256,0
21369,0
48981,0
678045,0
266332,0
534918,0
57766,0
431582,0
845587,0
698432,0
176562,0
856114,0
420524,0
824953,0
980930,0
1014132,0
375094,0
131817,0
712084,0
930628,0
588999,0
963507,0
625369,0
56405,0
461592,0
137998,0
523851,0
822585,0
33251,0
1002828,0
115575,0
42989,0
393272,0
491437,0
519779,0
171171,0
630477,0
777701,0
632255,0
888716,0
813517,0
834257,0
780939,0
468583,0
524838,0
870678,0
376084,0
739494,0
129388,0
63867,0
169103,0
908325,0
351286,0
32591,0
739826,0
604457,0
114986,0
64016,0
327862,0
613863,0
137772,0
108304,0
22083,0
813224,0
130325,0
30529,0
809917,0
48061,0
214082,0
47284,0
403353,0
870340,0
260060,0
777097,0
114484,0
567021,0
531353,0
435590,0
6751,0
10490,0
422392,0
612639,0
1013729,0
142748,0
452336,0
417054,0
462268,0
627650,0
845214,0
95499,0
333039,0
79925,0
902083,0
589095,0
509871,0
620423,0
478412,0
261922,0
453369,0
544374,0
144928,0
1023167,0
183106,0
314452,0
65456,0
234206,0
865819,0
179095,0
184050,0
578062,0
31165,0
153131,0
194058,0
134795,0
167000,0
479624,0
144587,0
839005,0
269842,0
247036,0
135260,0
292044,0
398299,0
5955,0
882451,0
127988,0
841905,0
308194,0
683490,0
613235,0
36645,0
734509,0
22279,0
100241,0
62454,0
640239,0
997636,0
437685,0
100693,0
53924,0
1014656,0
290839,0
177812,0
133978,0
430473,0
223029,0
13934,0
696910,0
669371,0
858261,0
403538,0
202979,0
97057,0
28245,0
162065,0
102826,0
622402,0
784945,0
200608,0
783335,0
76744,0
456146,0
1010097,0
817260,0
446102,0
633141,0
866094,0
289568,0
178149,0
610514,0
208632,0
99523,0
310258,0
521094,0
610405,0
545279,0
365659,0
948738,0
131725,0
95944,0
513224,0
931005,0
557790,0
655481,0
79426,0
996200,0
540979,0
1017851,0
848336,0
374417,0
33431,0
1021563,0
553075,0
558827,0
118829,0
242539,0
59466,0
705554,0
236171,0
433862,0
869133,0
350934,0
322921,0
227210,0
191497,0
777353,0
486051,0
835475,0
531647,0
118178,0
57969,0
167465,0
375113,0
171095,0
181410,0
841499,0
843654,0
935300,0
816306,0
96551,0
864863,0
189017,0
275661,0
3136,0
239852,0
414251,0
207470,0
199004,0
716974,0
941832,0
466323,0
107060,0
1021473,0
850901,0
146883,0
46877,0
178239,0
344946,0
80402,0
147193,0
399865,0
312685,0
270959,0
437361,0
300487,0
819245,0
171403,0
382479,0
2962,0
620286,0
516796,0
536697,0
1022578,0
525757,0
812852,0
135427,0
550915,0
139565,0
655190,0
803552,0
391067,0
859373,0
513389,0
606253,0
148669,0
928251,0
546136,0
112659,0
744050,0
488860,0
783498,0
327976,0
256621,0
162003,0
534801,0
583025,0
776585,0
29534,0
57382,0
25392,0
5797,0
27995,0
443742,0
948578,0
171848,0
215822,0
832080,0
437562,0
448521,0
898,0
18000,0
1023507,0
150355,0
157954,0
536132,0
207030,0
168458,0
516650,0
214853,0
128920,0
148609,0
705589,0
327416,0
3748,0
5505,0
928288,0
428873,0
452463,0
466980,0
441030,0
633869,0
879833,0
583627,0
362339,0
639049,0
98389,0
179296,0
310320,0
804324,0
151797,0
529424,0
402445,0
126011,0
477073,0
203989,0
305303,0
522110,0
40410,0
123951,0
1025046,0
867968,0
711136,0
889360,0
1026373,0
38224,0
427580,0
250093,0
363033,0
828199,0
686771,0
180173,0
193835,0
523844,0
266058,0
697646,0
429566,0
838375,0
260977,0
1017928,0
564153,0
102406,0
146022,0
382500,0
567392,0
839722,0
837599,0
100513,0
52970,0
502439,0
540951,0
147838,0
76377,0
557424,0
856944,0
80882,0
843968,0
920939,0
125562,0
892148,0
484799,0
637685,0
225029,0
